loan_id,control_id,impact_inr
LN0031291,C-09,815.63
LN0031338,C-09,419.44
LN0031386,C-08,5101.43
LN0031422,C-05,-484.72
LN0031446,C-08,522.99
LN0031541,C-03,-225.66
LN0031599,C-07,13683.17
LN0031614,C-04,19121.16
LN0031664,C-08,347.44
LN0031671,C-08,300.03
LN0031697,C-09,461.74
LN0031776,C-05,11255.37
LN0031788,C-01,144.72
LN0031844,C-07,13433.25
LN0031883,C-05,5.84
LN0031899,C-09,1626.99
LN0031909,C-03,-180.1
LN0032063,C-02,5693.93
LN0032083,C-08,2988.63
LN0032084,C-01,808.02
LN0032133,C-08,947.42
LN0032141,C-08,87.83
LN0032167,C-03,-100.11
LN0032245,C-08,235.22
LN0032272,C-03,-76.41
LN0032277,C-03,-150.29
LN0032280,C-01,252.36
LN0032316,C-06,-97.17
LN0032329,C-08,7774.84
LN0032339,C-09,361.42
LN0032355,C-08,1352.57
LN0032358,C-04,8365.6
LN0032373,C-06,-86.65
LN0032412,C-02,5531.22
LN0032434,C-06,-53.38
LN0032492,C-01,76258.48
LN0032566,C-05,6223.47
LN0032588,C-05,-126.92000000000002
LN0032591,C-03,-88.08
LN0032669,C-05,-401.87
LN0032674,C-03,-439.45
LN0032711,C-01,151.89
LN0032723,C-07,8654.18
LN0032737,C-05,-199.08999999999997
LN0032881,C-07,22636.24
LN0032966,C-08,8523.71
LN0032972,C-09,316.05
LN0033014,C-05,8.21
LN0033051,C-05,2320.02
LN0033051,C-09,666.33
LN0033055,C-04,660.77
LN0033061,C-05,2046.0500000000002
LN0033097,C-06,-11.43
LN0033169,C-08,454.21
LN0033184,C-03,-664.59
LN0033252,C-05,1349.5100000000002
LN0033288,C-01,-16482.22
LN0033291,C-02,332.81
LN0033362,C-04,21444.72
LN0033377,C-05,-229.94
LN0033394,C-07,21308.94
LN0033456,C-01,17.6
LN0033470,C-08,25210.48
LN0033489,C-01,-498.88
LN0033560,C-02,6208.62
LN0033588,C-03,-247.07
LN0033598,C-07,7413.57
LN0033671,C-05,6.12
LN0033711,C-06,2.07
LN0033752,C-07,7266.64
LN0033754,C-07,16547.76
LN0033774,C-08,1690.71
LN0033805,C-08,485.92
LN0033822,C-05,7271.44
LN0033822,C-07,19856.42
LN0033828,C-09,2112.58
LN0033830,C-09,279.68
LN0033917,C-01,5524.05
LN0033957,C-05,15.82000000000005
LN0034028,C-07,10389.22
LN0034062,C-04,4616.58
LN0034071,C-02,423.41
LN0034096,C-07,9632.78
LN0034111,C-04,26848.82
LN0034128,C-03,-246.29
LN0034130,C-08,2345.34
LN0034150,C-07,6972.59
LN0034266,C-06,-10.66
LN0034285,C-02,-5140.25
LN0034321,C-04,20355.9
LN0034345,C-06,-117.59
LN0034355,C-01,-22447.84
LN0034381,C-02,3195.08
LN0034381,C-07,8039.54
LN0034436,C-02,8623.64
LN0034462,C-03,-120.3
LN0034514,C-07,14778.24
LN0034515,C-07,12102.97
LN0034518,C-08,14526.49
LN0034529,C-05,194.91999999999996
LN0034570,C-03,-45.61
LN0034646,C-09,547.79
LN0034689,C-09,580.88
LN0034692,C-03,-264.9
LN0034727,C-09,1623.96
LN0034766,C-02,2201.78
LN0034794,C-02,7738.94
LN0034804,C-05,18.11
LN0034901,C-03,-75.71
LN0034903,C-03,-202.89
LN0034919,C-07,3665.62
LN0034983,C-09,491.04
LN0035010,C-07,21496.54
LN0035119,C-02,9873.72
LN0035125,C-07,15897.88
LN0035202,C-01,103980.76
LN0035213,C-09,471.84
LN0035275,C-06,181.83
LN0035313,C-07,35641.3
LN0035319,C-01,13683.83
LN0035378,C-03,-107.51
LN0035401,C-02,18515.55
LN0035423,C-05,-408.14
LN0035485,C-01,3736.39
LN0035526,C-07,6823.18
LN0035530,C-08,35636.38
LN0035539,C-03,-246.41
LN0035557,C-01,-20152.04
LN0035571,C-02,564.4
LN0035606,C-02,14.02
LN0035654,C-04,3123.62
LN0035682,C-04,10531.88
LN0035693,C-05,-1000.0
LN0035704,C-05,-157.82999999999998
LN0035717,C-06,60.29
LN0035730,C-05,0.0
LN0035771,C-06,24.9
LN0035901,C-09,589.79
LN0035946,C-01,416.04
LN0036008,C-05,6.22
LN0036025,C-01,61775.2
LN0036035,C-04,5115.66
LN0036058,C-03,-225.7
LN0036201,C-03,-649.24
LN0036214,C-06,-27.59
LN0036258,C-07,6583.13
LN0036264,C-04,31067.75
LN0036309,C-01,508.07
LN0036332,C-08,16850.99
LN0036333,C-07,21634.51
LN0036365,C-04,25370.21
LN0036373,C-01,7627.04
LN0036394,C-06,14.81
LN0036406,C-06,-25.94
LN0036423,C-06,-42.67
LN0036473,C-04,8602.26
LN0036512,C-04,10128.1
LN0036523,C-01,-1925.99
LN0036536,C-07,17079.52
LN0036573,C-03,-417.81
LN0036666,C-08,808.21
LN0036702,C-08,1240.58
LN0036723,C-09,567.94
LN0036805,C-05,735.53
LN0036836,C-07,14295.82
LN0036849,C-09,88.33
LN0036859,C-05,4.97
LN0036965,C-07,13355.5
LN0036985,C-01,1260.65
LN0037129,C-04,38529.92
LN0037132,C-04,2967.47
LN0037198,C-02,5630.64
LN0037237,C-06,54.08
LN0037322,C-02,6069.12
LN0037369,C-02,5072.46
LN0037372,C-06,13.29
LN0037558,C-07,24521.24
LN0037559,C-07,22067.69
LN0037589,C-03,-281.39
LN0037617,C-03,-245.85
LN0037624,C-08,969.0
LN0037658,C-03,-208.84
LN0037697,C-01,1117.7
LN0037764,C-02,1166.96
LN0037768,C-06,14.84
LN0037778,C-02,7934.77
LN0037804,C-05,294.79999999999995
LN0037818,C-01,26335.17
LN0037824,C-07,24622.27
LN0037853,C-07,27617.17
LN0037874,C-08,360.62
LN0037909,C-03,-151.98
LN0037922,C-02,9393.44
LN0037922,C-05,6.28
LN0037936,C-07,13227.24
LN0037941,C-01,19024.39
LN0037982,C-04,2398.54
LN0037991,C-09,182.75
LN0037993,C-02,924.59
LN0038015,C-08,8176.39
LN0038057,C-09,749.61
LN0038074,C-01,666.31
LN0038204,C-07,16744.82
LN0038207,C-04,11421.86
LN0038229,C-03,-45.42
LN0038235,C-08,238.73
LN0038245,C-07,16367.62
LN0038261,C-03,-58.05
LN0038265,C-06,27.54
LN0038268,C-08,6614.91
LN0038405,C-07,6431.29
LN0038432,C-03,-36.82
LN0038470,C-01,910.19
LN0038510,C-06,42.81
LN0038548,C-07,13584.5
LN0038576,C-02,14230.36
LN0038635,C-04,6584.19
LN0038649,C-05,-70.55000000000001
LN0038701,C-05,8930.23
LN0038704,C-04,8805.63
LN0038719,C-04,8192.47
LN0038759,C-09,697.28
LN0038802,C-09,470.23
LN0038815,C-08,650.84
LN0038854,C-06,-5.08
LN0038876,C-01,-59690.22
LN0038930,C-05,6.84
LN0038949,C-04,5984.05
LN0039010,C-06,28.76
LN0039055,C-03,-43.42
LN0039066,C-01,2606.8
LN0039071,C-05,3655.8
LN0039108,C-07,9405.12
LN0039154,UNEXPLAINED,356.75
LN0039178,C-05,8.85
LN0039185,C-03,-153.25
LN0039204,C-05,3894.0600000000004
LN0039205,C-07,17025.08
LN0039206,C-07,11686.56
LN0039226,C-05,0.0
LN0039267,C-03,-168.68
LN0039271,C-06,137.05
LN0039291,C-02,3981.47
LN0039339,C-09,297.34
LN0039356,C-04,23494.35
LN0039444,C-08,262.74
LN0039470,C-04,26399.91
LN0039478,C-02,502.41
LN0039495,C-06,-32.07
LN0039672,C-01,6850.69
LN0039714,C-06,-4.35
LN0039741,C-01,9726.93
LN0039750,C-01,-2415.23
LN0039769,C-08,11285.87
LN0039796,C-03,-54.26
LN0039838,C-06,-24.56
LN0039856,C-01,4057.93
LN0039881,C-08,784.6
LN0039918,C-08,116.6
LN0040047,C-01,5321.83
LN0040081,C-01,-10329.49
LN0040092,C-04,7296.01
LN0040146,C-01,445.9
LN0040170,C-08,18196.05
LN0040180,C-09,384.56
LN0040237,C-05,9.59
LN0040261,C-05,2947.04
LN0040357,C-06,-30.21
LN0040359,C-04,1950.94
LN0040364,C-03,-62.57
LN0040420,C-08,12590.73
LN0040451,C-09,540.23
LN0040451,C-01,14342.87
LN0040468,C-02,3011.21
LN0040483,C-05,18.03
LN0040534,C-06,-18.33
LN0040555,C-03,13.1
LN0040600,C-01,-228.86
LN0040671,C-08,1030.56
LN0040736,C-09,524.41
LN0040759,C-01,-15272.61
LN0040816,C-04,1926.78
LN0040829,C-08,316.09
LN0040895,C-04,51672.46
LN0040917,C-03,-1.92
LN0041098,C-05,1735.88
LN0041145,C-09,1677.55
LN0041180,C-05,0.0
LN0041204,C-08,2070.8
LN0041252,C-03,-142.86
LN0041263,C-05,0.0
LN0041308,C-01,-38909.28
LN0041323,C-05,-98.67000000000002
LN0041342,C-01,5064.09
LN0041418,C-08,16440.67
LN0041477,C-03,-114.14
LN0041490,C-01,15149.01
LN0041502,C-06,-23.25
LN0041524,C-06,5.1
LN0041577,C-02,1118.46
LN0041625,C-06,-99.46
LN0041798,C-06,-12.92
LN0041798,C-09,610.0
LN0041804,C-03,-71.69
LN0041886,C-06,12.17
LN0041960,C-03,-129.5
LN0042114,C-04,3687.16
LN0042204,C-06,56.78
LN0042257,C-01,20315.84
LN0042376,C-04,1480.24
LN0042436,C-01,94398.46
LN0042482,C-06,49.98
LN0042496,C-06,0.03
LN0042502,C-06,-41.82
LN0042565,C-01,-9129.77
LN0042569,C-09,311.29
LN0042609,C-09,197.69
LN0042621,C-03,-139.92
LN0042697,C-01,2683.45
LN0042743,C-03,-78.63
LN0042745,C-05,62.16999999999996
LN0042749,C-06,-12.59
LN0042792,C-03,-79.95
LN0042859,C-02,2738.75
LN0042913,C-08,297.47
LN0043073,C-06,5.79
LN0043089,C-04,5652.22
LN0043154,C-01,4514.6
LN0043187,C-04,13767.76
LN0043189,C-01,4042.47
LN0043332,C-08,758.02
LN0043338,C-01,6963.31
LN0043344,C-01,21759.57
LN0043358,C-02,475.66
LN0043423,C-01,14214.42
LN0043429,C-01,33116.46
LN0043435,C-08,2145.74
LN0043468,C-04,7616.6
LN0043517,C-05,18.68
LN0043535,C-08,1024.11
LN0043569,C-03,-61.35
LN0043598,C-01,-9269.6
LN0043608,C-03,-19.79
LN0043608,C-05,-233.54
LN0043744,C-05,9.45
LN0043779,C-06,-95.16
LN0043784,C-04,971.55
LN0043816,C-08,3043.99
LN0043845,C-02,584.45
LN0043933,C-03,-7.35
LN0043994,C-09,212.65
LN0043999,C-06,-31.22
LN0044008,C-08,107.8
LN0044036,C-09,3123.53
LN0044059,C-08,254.54
LN0044070,C-05,-1449.6399999999999
LN0044071,C-04,10644.34
LN0044071,C-08,20428.22
LN0044077,C-02,2566.03
LN0044103,C-04,16465.66
LN0044161,C-06,92.95
LN0044198,C-09,180.21
LN0044246,C-03,122.46
LN0044372,C-05,5.4
LN0044408,C-09,320.28
LN0044427,C-06,-42.23
LN0044447,C-04,11889.36
LN0044456,C-02,555.75
LN0044467,C-03,46.14
LN0044489,C-09,75.93
LN0044501,C-08,313.09
LN0044507,C-06,57.54
LN0044576,C-08,35.26
LN0044602,C-05,6.71
LN0044716,C-01,-904.5
LN0044717,C-09,949.42
LN0044817,C-03,47.28
LN0044837,C-05,6973.44
LN0044929,C-04,2630.87
LN0044942,C-06,16.41
LN0044967,C-08,15974.14
LN0044967,C-01,3593.7
LN0044973,C-09,327.9
LN0044980,C-03,73.34
LN0045024,C-01,10680.29
LN0045073,C-02,2162.41
LN0045073,C-01,-8972.65
LN0045085,C-02,1410.08
LN0045138,C-05,5.04
LN0045171,C-01,6855.03
LN0045179,C-01,15755.7
LN0045208,C-01,13562.68
LN0045225,C-03,73.32
LN0045261,C-05,328.57000000000005
LN0045305,C-09,291.15
LN0045306,C-09,725.02
LN0045308,C-08,2631.69
LN0045329,C-04,18198.91
LN0045336,C-04,3378.98
LN0045348,C-04,1945.37
LN0045357,C-03,-356.85
LN0045360,C-01,-1202.94
LN0045365,C-08,1297.97
LN0045369,C-01,18279.31
LN0045390,C-03,-90.08
LN0045438,C-06,-27.19
LN0045503,C-03,-144.59
LN0045646,C-01,-17037.73
LN0045660,C-05,12.35
LN0045733,C-08,274.73
LN0045745,C-02,1713.59
LN0045749,C-06,-33.23
LN0045772,C-03,-229.17
LN0045776,C-01,58.4
LN0045883,C-01,5066.27
LN0045892,C-09,3577.94
LN0045955,C-05,5.46
LN0045987,C-09,279.46
LN0045995,C-03,-251.63
LN0046212,C-04,4892.74
LN0046213,C-02,2206.96
LN0046243,C-04,7408.84
LN0046270,C-06,72.7
LN0046293,C-05,2187.15
LN0046314,C-04,36789.07
LN0046329,C-09,207.71
LN0046353,C-05,5.73
LN0046353,C-01,12956.95
LN0046377,C-02,295.63
LN0046381,C-02,861.59
LN0046524,C-05,6.26
LN0046540,C-05,-189.08000000000004
LN0046575,C-05,28.49
LN0046583,C-05,8.59
LN0046612,C-06,155.15
LN0046614,C-09,1359.19
LN0046615,C-09,784.46
LN0046627,C-03,-107.12
LN0046670,C-05,6.82
LN0046703,C-01,21079.61
LN0046763,C-03,-1.16
LN0046764,C-05,6.46
LN0046798,C-01,2661.42
LN0046866,C-09,83.69
LN0046871,C-06,34.25
LN0046892,C-06,-79.74
LN0046907,C-06,5.37
LN0046944,C-09,175.91
LN0047009,C-01,526.64
LN0047069,C-02,1798.86
LN0047112,C-08,7213.08
LN0047113,C-09,166.52
LN0047126,C-08,2185.73
LN0047152,C-06,33.65
LN0047190,C-09,62.66
LN0047191,C-02,1351.3
LN0047192,C-04,8075.68
LN0047235,C-04,17743.38
LN0047485,C-05,6.24
LN0047490,C-08,1601.13
LN0047508,C-02,3850.15
LN0047548,C-02,2741.72
LN0047602,C-08,1759.47
LN0047623,C-05,7437.95
LN0047783,C-03,-91.65
LN0047808,C-09,433.88
LN0047849,C-03,-121.03
LN0047920,C-02,3794.74
LN0048029,C-05,7228.09
LN0048068,C-02,1645.89
LN0048141,C-04,11535.0
LN0048157,C-08,15161.69
LN0048194,C-08,113.6
LN0048211,C-08,178.42
LN0048261,C-08,19566.19
LN0048307,C-05,3240.92
LN0048348,C-03,-50.79
LN0048386,C-04,9505.75
LN0048638,C-09,289.38
LN0048663,C-05,7201.14
LN0048689,C-03,-172.38
LN0048787,C-01,5177.88
LN0048799,C-09,247.45
LN0048809,C-03,-245.99
LN0048819,C-08,2848.22
LN0048845,C-01,-875.84
LN0048856,C-06,-8.04
LN0048870,C-06,12.47
LN0048892,C-04,1459.52
LN0048981,C-04,504.92
LN0048988,C-03,66.09
LN0048989,C-05,5.19
LN0049053,C-09,288.7
LN0049069,C-01,3182.11
LN0049149,C-05,4981.72
LN0049171,C-05,31.06
LN0049229,C-06,107.06
LN0049292,C-01,-1198.22
LN0049316,C-09,613.87
LN0049326,C-01,31718.04
LN0049394,C-08,351.91
LN0049444,C-01,21192.41
LN0049500,C-06,20.5
LN0049510,C-05,6.81
LN0049552,C-05,4.57
LN0049589,C-02,9965.1
LN0049592,C-04,488.47
LN0049618,C-05,19.91
LN0049681,C-09,194.79
LN0049684,C-06,24.61
LN0049739,C-01,-155.39
LN0049743,C-02,4184.08
LN0049757,C-06,11.47
LN0049760,C-04,1887.59
LN0049768,C-09,276.78
LN0049777,C-03,-30.92
LN0049830,C-01,9396.61
LN0049886,C-03,-171.26
