loan_id,product_code,status,control_ids,matching_hypotheses,implied_rate_offset_pct,interest_misstatement_inr,penal_misstatement_inr,closing_balance_diff_inr,exception_periods,first_exception_period,last_exception_period
LN0007481,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,109.45,0.0,109.45,45,2021-07,2025-06
LN0007510,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,17227.3,0.0,17227.3,47,2021-08,2025-06
LN0007544,GL-FIX,Attributed,C-08,C-08 accrual after closure,,777.71,0.0,777.71,1,2021-10,2021-10
LN0007557,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-69202.81,0.0,-69202.81,36,2022-07,2025-06
LN0007562,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,8498.44,0.0,8498.44,21,2023-10,2025-06
LN0007615,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,71.26,0.0,71.26,18,2024-01,2025-06
LN0007655,PL-FIX,Attributed,C-08,C-08 accrual after closure,,2069.47,0.0,2069.47,1,2021-12,2021-12
LN0007683,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,69.88,0.0,69.88,16,2021-07,2022-10
LN0007691,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,2548.65,0.0,2548.65,48,2021-07,2025-06
LN0007736,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-187.12,0.0,-187.12,48,2021-07,2025-06
LN0007780,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,5707.13,0.0,5707.13,19,2021-08,2023-02
LN0007817,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-6790.56,0.0,-6790.56,25,2022-07,2024-07
LN0007819,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,12625.39,0.0,12625.39,37,2021-07,2024-07
LN0007858,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,476.31,0.0,476.31,12,2024-01,2024-12
LN0007861,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,199.6,0.0,199.6,18,2024-01,2025-06
LN0007886,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9637.75,0.0,9637.75,21,2023-10,2025-06
LN0007964,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-24644.63,0.0,-24644.63,5,2022-07,2022-11
LN0007977,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,-80.38,0.0,-80.38,38,2021-08,2025-06
LN0008002,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,6351.93,0.0,6351.93,17,2021-08,2022-12
LN0008045,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,31.81,0.0,31.81,33,2021-07,2025-04
LN0008055,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,162.93,0.0,162.93,5,2024-01,2024-05
LN0008106,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-40.38,0.0,-40.38,25,2021-07,2023-07
LN0008336,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,18799.99,0.0,18799.99,20,2023-11,2025-06
LN0008353,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,910.53,0.0,910.53,18,2024-01,2025-06
LN0008358,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-1589.1,0.0,-1589.1,37,2021-08,2024-08
LN0008372,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,14712.84,0.0,14712.84,20,2023-11,2025-06
LN0008423,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-6745.04,0.0,-6745.04,35,2022-08,2025-06
LN0008431,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-42.18,0.0,-42.18,47,2021-08,2025-06
LN0008513,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-1563.44,0.0,-1563.44,26,2021-08,2023-09
LN0008589,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-120.8,0.0,-120.8,13,2021-08,2022-08
LN0008610,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,128.55,0.0,128.55,41,2021-08,2025-06
LN0008617,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-11960.02,0.0,-11960.02,38,2022-05,2025-06
LN0008620,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-19417.68,0.0,-19417.68,38,2022-05,2025-06
LN0008629,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-66.34,0.0,-66.34,43,2021-08,2025-02
LN0008660,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-538.63,0.0,-538.63,47,2021-08,2025-06
LN0008673,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,3158.52,0.0,3158.52,46,2021-09,2025-06
LN0008687,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,16547.48,0.0,16547.48,20,2023-11,2025-06
LN0008701,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,9.37,0.0,9.37,8,2021-08,2022-03
LN0008708,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,2577.68,0.0,2577.68,46,2021-09,2025-06
LN0008716,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-125862.43,0.0,-125862.43,23,2023-08,2025-06
LN0008753,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,42861.16,0.0,42861.16,20,2023-11,2025-06
LN0008816,MSME-FLT,Attributed,C-08,C-08 accrual after closure,,10904.69,0.0,10904.69,1,2022-04,2022-04
LN0008820,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-55.6,0.0,-55.6,25,2021-08,2023-08
LN0008821,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-50.16,0.0,-50.16,18,2021-08,2023-01
LN0008831,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,14648.17,0.0,14648.17,20,2023-11,2025-06
LN0008835,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,3021.7,0.0,3021.7,46,2021-09,2025-06
LN0008889,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-30426.57,0.0,-30426.57,38,2022-05,2025-06
LN0008896,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-17522.5,0.0,-17522.5,38,2022-05,2025-06
LN0008899,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,1944.77,0.0,1944.77,47,2021-08,2025-06
LN0008901,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-56.02,0.0,-56.02,37,2021-08,2024-08
LN0008921,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,21418.37,0.0,21418.37,17,2023-11,2025-03
LN0008962,HL-MCLR,Attributed,C-01,C-01 wrong spread (implied),0.25,49101.14,0.0,49101.14,47,2021-08,2025-06
LN0008975,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,376.3,0.0,376.3,34,2021-08,2024-05
LN0009006,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,1229.39,0.0,1229.39,46,2021-09,2025-06
LN0009039,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,3714.1,0.0,3714.1,46,2021-09,2025-06
LN0009045,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,105.01,0.0,105.01,5,2024-01,2024-05
LN0009072,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,19098.3,0.0,19098.3,20,2023-11,2025-06
LN0009083,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,552.21,0.0,552.21,18,2024-01,2025-06
LN0009130,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-84.9,0.0,-84.9,13,2021-08,2022-08
LN0009170,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-100.11,0.0,-100.11,5,2021-08,2021-12
LN0009238,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-36.69,0.0,-36.69,23,2021-08,2023-06
LN0009253,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,15715.49,0.0,15715.49,20,2023-11,2025-06
LN0009347,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,15917.2,0.0,15917.2,20,2023-11,2025-06
LN0009351,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,3847.33,0.0,3847.33,46,2021-09,2025-06
LN0009419,PL-FIX,Attributed,C-08,C-08 accrual after closure,,721.65,0.0,721.65,1,2022-06,2022-06
LN0009439,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,10561.9,0.0,10561.9,1,2023-09,2023-09
LN0009529,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,18920.25,0.0,18920.25,45,2021-10,2025-06
LN0009578,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,55935.11,0.0,55935.11,46,2021-09,2025-06
LN0009588,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,335.02,0.0,335.02,18,2024-01,2025-06
LN0009614,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,7062.08,0.0,7062.08,19,2023-12,2025-06
LN0009676,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,37.47,0.0,37.47,9,2024-01,2024-09
LN0009729,GL-FIX,Attributed,C-08,C-08 accrual after closure,,2211.0,0.0,2211.0,1,2021-10,2021-10
LN0009770,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,84287.42,0.0,84287.42,46,2021-09,2025-06
LN0009782,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,869.52,0.0,869.52,9,2024-01,2024-09
LN0009791,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,1073.23,0.0,1073.23,25,2021-09,2023-09
LN0009886,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,5521.2,-750.0,4771.2,12,2024-07,2025-06
LN0009939,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,96.88,0.0,96.88,8,2021-09,2022-04
LN0009974,HL-FLT,Attributed,C-08,C-08 accrual after closure,,4763.84,0.0,4763.84,1,2022-10,2022-10
LN0009980,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9048.38,0.0,9048.38,19,2023-12,2025-06
LN0009987,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,316.64,0.0,316.64,18,2024-01,2025-06
LN0010021,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,6.12,0.0,6.12,2,2024-12,2025-01
LN0010023,HL-MCLR,Attributed,C-01,C-01 wrong spread (implied),0.5,71929.09,0.0,71929.09,46,2021-09,2025-06
LN0010085,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,1708.9,0.0,1708.9,45,2021-10,2025-06
LN0010102,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,1433.78,0.0,1433.78,18,2024-01,2025-06
LN0010134,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,18928.16,0.0,18928.16,46,2021-09,2025-06
LN0010204,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,24286.44,0.0,24286.44,19,2023-12,2025-06
LN0010257,MSME-FLT,Attributed,C-05+C-09,C-05 penal charge capitalised + C-09 365-day basis in leap year,,238.47,0.0,238.47,18,2024-01,2025-06
LN0010261,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,197.26,-1000.0,-802.74,3,2025-04,2025-06
LN0010278,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,21070.26,0.0,21070.26,19,2023-12,2025-06
LN0010373,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,30006.5,0.0,30006.5,33,2021-09,2024-05
LN0010399,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,9.0,0.0,9.0,2,2021-09,2021-10
LN0010410,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,2179.85,-750.0,1429.85,10,2024-09,2025-06
LN0010414,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,5.59,0.0,5.59,2,2025-05,2025-06
LN0010469,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,19781.17,0.0,19781.17,46,2021-09,2025-06
LN0010490,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,71.73,0.0,71.73,7,2021-09,2022-03
LN0010508,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,366.94,0.0,366.94,18,2024-01,2025-06
LN0010579,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-30.62,0.0,-30.62,46,2021-09,2025-06
LN0010598,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,23187.01,0.0,23187.01,46,2021-09,2025-06
LN0010621,PL-FIX,Attributed,C-08,C-08 accrual after closure,,1403.7,0.0,1403.7,1,2022-11,2022-11
LN0010709,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,6.35,0.0,6.35,2,2025-05,2025-06
LN0010719,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,88.82,0.0,88.82,10,2021-10,2022-07
LN0010724,HL-FLT,Attributed,C-02+C-07,C-02 reset one cycle late + C-07 stale pre-change spread,,-5397.19,0.0,-5397.19,36,2022-07,2025-06
LN0010773,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,9347.67,0.0,9347.67,44,2021-11,2025-06
LN0010780,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-47.82,0.0,-47.82,45,2021-10,2025-06
LN0010796,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9094.23,0.0,9094.23,21,2023-10,2025-06
LN0010801,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,9386.64,0.0,9386.64,44,2021-11,2025-06
LN0010804,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-4659.47,0.0,-4659.47,3,2022-10,2022-12
LN0010811,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-3.95,0.0,-3.95,39,2021-10,2025-06
LN0010836,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,10334.06,0.0,10334.06,44,2021-11,2025-06
LN0010857,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,245.96,0.0,245.96,6,2021-10,2022-03
LN0010877,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,72.78,0.0,72.78,43,2021-10,2025-06
LN0010892,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-31.61,0.0,-31.61,37,2021-10,2024-10
LN0010906,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,11450.17,0.0,11450.17,21,2023-10,2025-06
LN0010916,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,20.24,0.0,20.24,3,2024-11,2025-01
LN0010931,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-79.26,0.0,-79.26,45,2021-10,2025-06
LN0011044,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,83.11,0.0,83.11,7,2021-10,2022-04
LN0011055,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-11602.95,0.0,-11602.95,20,2022-07,2024-02
LN0011070,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,98.91,0.0,98.91,10,2024-01,2024-10
LN0011144,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9553.27,0.0,9553.27,21,2023-10,2025-06
LN0011150,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,3979.94,0.0,3979.94,1,2022-02,2022-02
LN0011164,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-23.78,0.0,-23.78,45,2021-10,2025-06
LN0011165,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-25.42,0.0,-25.42,37,2021-10,2024-10
LN0011169,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-120.69,0.0,-120.69,45,2021-10,2025-06
LN0011201,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-138.49,0.0,-138.49,45,2021-10,2025-06
LN0011228,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,38052.02,0.0,38052.02,21,2023-10,2025-06
LN0011246,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,8.21,0.0,8.21,2,2025-04,2025-05
LN0011398,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-40.75,0.0,-40.75,25,2021-10,2023-10
LN0011465,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,1184.73,0.0,1184.73,18,2024-01,2025-06
LN0011559,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-200.62,0.0,-200.62,45,2021-10,2025-06
LN0011583,HL-FLT,Attributed,C-08,C-08 accrual after closure,,5390.15,0.0,5390.15,1,2024-08,2024-08
LN0011620,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,17196.24,0.0,17196.24,11,2023-10,2024-08
LN0011658,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,13659.86,0.0,13659.86,21,2023-10,2025-06
LN0011666,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-18.18,0.0,-18.18,42,2021-10,2025-06
LN0011753,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,4535.02,0.0,4535.02,21,2023-10,2025-06
LN0011761,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,570.87,0.0,570.87,18,2024-01,2025-06
LN0011769,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,142.56,0.0,142.56,5,2021-10,2022-02
LN0011777,GL-FIX,Attributed,C-08,C-08 accrual after closure,,842.99,0.0,842.99,1,2022-01,2022-01
LN0011781,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-17875.47,0.0,-17875.47,36,2022-07,2025-06
LN0011801,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,3775.24,0.0,3775.24,29,2021-11,2024-03
LN0011854,GL-FIX,Attributed,C-08,C-08 accrual after closure,,537.21,0.0,537.21,1,2022-02,2022-02
LN0011905,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,5033.89,0.0,5033.89,44,2021-11,2025-06
LN0011922,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,53.51,0.0,53.51,45,2021-10,2025-06
LN0011980,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,10919.53,0.0,10919.53,43,2021-12,2025-06
LN0012018,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,14375.5,0.0,14375.5,20,2023-11,2025-06
LN0012047,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,12011.76,0.0,12011.76,43,2021-12,2025-06
LN0012068,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-3908.15,0.0,-3908.15,38,2022-05,2025-06
LN0012099,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,14461.93,0.0,14461.93,20,2023-11,2025-06
LN0012108,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,2402.22,0.0,2402.22,1,2023-09,2023-09
LN0012192,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-9384.27,0.0,-9384.27,44,2021-11,2025-06
LN0012206,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-17472.83,0.0,-17472.83,38,2022-05,2025-06
LN0012236,GL-FIX,Attributed,C-08,C-08 accrual after closure,,520.83,0.0,520.83,1,2022-07,2022-07
LN0012374,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-17209.31,0.0,-17209.31,38,2022-05,2025-06
LN0012410,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,20193.56,0.0,20193.56,43,2021-12,2025-06
LN0012413,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,12065.57,0.0,12065.57,20,2023-11,2025-06
LN0012424,HL-MCLR,Attributed,C-05,C-05 penal charge capitalised,,5.89,0.0,5.89,2,2024-10,2024-11
LN0012470,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,287.1,-500.0,-212.9,10,2024-09,2025-06
LN0012475,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,55.81,0.0,55.81,44,2021-11,2025-06
LN0012488,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp | C-06 daily rounding to 1dp,,-14.26,0.0,-14.26,9,2021-12,2022-08
LN0012490,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-27615.56,0.0,-27615.56,38,2022-05,2025-06
LN0012517,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,179028.83,0.0,179028.83,44,2021-11,2025-06
LN0012525,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-2.37,0.0,-2.37,3,2022-01,2022-03
LN0012576,HL-FLT,Attributed,C-02+C-05,C-02 reset one cycle late + C-05 penal interest +1.0% on rate | C-02 reset one cycle late + C-05 penal interest +2.0% on rate | C-02 reset one cycle late + C-05 penal interest +3.0% on rate,,-22470.1,-750.0,-23220.1,38,2022-05,2025-06
LN0012607,GL-FIX,Attributed,C-08,C-08 accrual after closure,,1047.49,0.0,1047.49,1,2022-01,2022-01
LN0012616,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-16361.5,0.0,-16361.5,38,2022-05,2025-06
LN0012642,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,21.79,0.0,21.79,42,2021-11,2025-06
LN0012663,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,2927.53,0.0,2927.53,43,2021-12,2025-06
LN0012777,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,131.86,0.0,131.86,12,2021-11,2022-10
LN0012865,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-19174.72,0.0,-19174.72,15,2022-05,2023-07
LN0012873,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,244.0,0.0,244.0,18,2024-01,2025-06
LN0012904,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-9554.88,0.0,-9554.88,7,2022-05,2022-11
LN0012910,HL-MCLR,Attributed,C-05,C-05 penal charge capitalised,,6.18,0.0,6.18,2,2024-09,2024-10
LN0012935,HL-FLT,Attributed,C-08,C-08 accrual after closure,,26299.13,0.0,26299.13,1,2024-03,2024-03
LN0012951,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,229.23,0.0,229.23,11,2024-01,2024-11
LN0012957,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-10.29,0.0,-10.29,44,2021-11,2025-06
LN0012959,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,127.22,0.0,127.22,13,2021-11,2022-11
LN0012972,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,11329.42,0.0,11329.42,20,2023-11,2025-06
LN0012992,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,4.75,0.0,4.75,2,2024-10,2024-11
LN0013005,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,5.45,0.0,5.45,2,2025-01,2025-02
LN0013032,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,47.27,0.0,47.27,44,2021-11,2025-06
LN0013033,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-26.29,0.0,-26.29,37,2021-11,2024-11
LN0013102,HL-MCLR,Attributed,C-01,C-01 wrong spread (implied),0.1,8887.91,0.0,8887.91,43,2021-12,2025-06
LN0013205,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,23.03,0.0,23.03,23,2021-12,2023-10
LN0013259,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,8673.93,0.0,8673.93,42,2022-01,2025-06
LN0013305,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,16167.5,0.0,16167.5,42,2022-01,2025-06
LN0013322,MSME-FLT,Attributed,C-05+C-09,C-05 penal interest +2.0% on rate + C-09 365-day basis in leap year,,15599.53,-1000.0,14599.53,18,2024-01,2025-06
LN0013343,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,23655.94,0.0,23655.94,42,2022-01,2025-06
LN0013383,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,56424.52,0.0,56424.52,43,2021-12,2025-06
LN0013399,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,14476.44,0.0,14476.44,1,2022-11,2022-11
LN0013422,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp | C-06 daily rounding to 1dp,,12.09,0.0,12.09,9,2022-01,2022-09
LN0013452,PL-FIX,Attributed,C-05,C-05 penal interest +1.0% on rate | C-05 penal interest +2.0% on rate | C-05 penal interest +3.0% on rate,,0.0,-500.0,-500.0,1,2025-06,2025-06
LN0013478,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,-5.98,0.0,-5.98,30,2021-12,2025-06
LN0013486,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,1963.39,-1000.0,963.39,4,2025-03,2025-06
LN0013519,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,1104.47,0.0,1104.47,39,2022-01,2025-03
LN0013552,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9592.98,0.0,9592.98,19,2023-12,2025-06
LN0013564,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.5,2774.53,0.0,2774.53,43,2021-12,2025-06
LN0013585,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,776.46,0.0,776.46,18,2024-01,2025-06
LN0013604,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-9780.35,0.0,-9780.35,37,2022-06,2025-06
LN0013654,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,232.38,0.0,232.38,12,2024-01,2024-12
LN0013731,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,192.41,0.0,192.41,12,2024-01,2024-12
LN0013733,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,13.38,0.0,13.38,6,2024-10,2025-06
LN0013817,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-48714.4,0.0,-48714.4,37,2022-06,2025-06
LN0013824,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-43.72,0.0,-43.72,43,2021-12,2025-06
LN0013863,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,815.1,0.0,815.1,18,2024-01,2025-06
LN0013915,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-56.45,0.0,-56.45,37,2021-12,2024-12
LN0014032,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,4.8,0.0,4.8,3,2025-01,2025-05
LN0014139,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,123.56,0.0,123.56,18,2024-01,2025-06
LN0014142,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-4805.68,0.0,-4805.68,31,2022-06,2024-12
LN0014333,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-87.38,0.0,-87.38,32,2022-05,2025-06
LN0014354,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,3657.75,0.0,3657.75,25,2022-01,2024-01
LN0014423,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,557.9,-1000.0,-442.1,3,2024-11,2025-01
LN0014426,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-2.95,0.0,-2.95,41,2022-01,2025-06
LN0014427,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,1072.99,0.0,1072.99,42,2022-01,2025-06
LN0014434,PL-FIX,Attributed,C-08,C-08 accrual after closure,,285.69,0.0,285.69,1,2025-06,2025-06
LN0014482,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-31198.93,0.0,-31198.93,36,2022-07,2025-06
LN0014548,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-99.11,0.0,-99.11,13,2022-01,2023-01
LN0014644,PL-FIX,Attributed,C-08,C-08 accrual after closure,,517.21,0.0,517.21,1,2024-09,2024-09
LN0014688,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-73.34,0.0,-73.34,41,2022-01,2025-06
LN0014716,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,23.62,0.0,23.62,5,2024-11,2025-03
