loan_id,product_code,principal_inr,tenure_months,risk_premium_pct,moratorium_months,disbursal_date,first_due_date,maturity_date,branch_code,region,has_exception,attribution_status,root_cause
LN0014613,HL-FLT,6176000.0,300,0.55,0,2022-01-09,2022-02-28,2047-01-31,BR020,North,False,No exception,
LN0014614,HL-FLT,8070000.0,300,0.5,0,2022-01-09,2022-02-28,2047-01-31,BR003,West,False,No exception,
LN0014615,HL-FLT,3504000.0,180,0.65,0,2022-01-09,2022-02-28,2037-01-31,BR034,East,False,No exception,
LN0014616,HL-FLT,2472000.0,300,0.6,0,2022-01-09,2022-02-28,2047-01-31,BR001,South,False,No exception,
LN0014617,HL-FLT,2946000.0,300,0.65,0,2022-01-09,2022-02-28,2047-01-31,BR003,West,False,No exception,
LN0014618,HL-FLT,4200000.0,300,0.4,0,2022-01-09,2022-02-28,2047-01-31,BR032,North,False,No exception,
LN0014619,HL-FLT,3037000.0,240,0.35,0,2022-01-09,2022-02-28,2042-01-31,BR026,East,False,No exception,
LN0014620,HL-FLT,8625000.0,180,0.75,0,2022-01-09,2022-02-28,2037-01-31,BR009,South,False,No exception,
LN0014621,HL-FLT,2095000.0,240,0.45,0,2022-01-09,2022-02-28,2042-01-31,BR028,North,False,No exception,
LN0014622,HL-FLT,5482000.0,300,0.35,0,2022-01-09,2022-02-28,2047-01-31,BR013,South,False,No exception,
LN0014623,HL-MCLR,3852000.0,240,0.35,0,2022-01-09,2022-02-28,2042-01-31,BR005,South,False,No exception,
LN0014624,HL-MCLR,2776000.0,180,0.4,0,2022-01-09,2022-02-28,2037-01-31,BR003,West,False,No exception,
LN0014625,HL-MCLR,6541000.0,240,0.4,0,2022-01-09,2022-02-28,2042-01-31,BR030,East,False,No exception,
LN0014626,MSME-FLT,1438000.0,60,0.25,0,2022-01-09,2022-02-28,2027-01-31,BR027,West,False,No exception,
LN0014627,MSME-FLT,18957000.0,120,1.3,0,2022-01-09,2022-02-28,2032-01-31,BR029,South,False,No exception,
LN0014628,MSME-FLT,1502000.0,60,1.2,0,2022-01-09,2022-02-28,2027-01-31,BR029,South,False,No exception,
LN0014629,MSME-FLT,1967000.0,84,0.2,0,2022-01-09,2022-02-28,2029-01-31,BR029,South,False,No exception,
LN0014630,MSME-FLT,2421000.0,36,0.35,0,2022-01-09,2022-02-28,2025-01-31,BR026,East,False,No exception,
LN0014631,MSME-FLT,10739000.0,120,0.2,0,2022-01-09,2022-02-28,2032-01-31,BR013,South,False,No exception,
LN0014632,MSME-FLT,1203000.0,84,0.6,0,2022-01-09,2022-02-28,2029-01-31,BR011,West,False,No exception,
LN0014633,MSME-FLT,6968000.0,60,1.05,0,2022-01-09,2022-02-28,2027-01-31,BR040,North,False,No exception,
LN0014634,MSME-FLT,2031000.0,84,1.35,0,2022-01-09,2022-02-28,2029-01-31,BR004,North,False,No exception,
LN0014635,MSME-FLT,3011000.0,84,1.05,0,2022-01-09,2022-02-28,2029-01-31,BR002,East,False,No exception,
LN0014636,MSME-FLT,2615000.0,60,0.6,0,2022-01-09,2022-02-28,2027-01-31,BR034,East,False,No exception,
LN0014637,PL-FIX,419000.0,48,4.85,0,2022-01-09,2022-02-28,2026-01-31,BR030,East,False,No exception,
LN0014638,PL-FIX,785000.0,60,3.25,0,2022-01-09,2022-02-28,2027-01-31,BR040,North,False,No exception,
LN0014639,PL-FIX,319000.0,48,2.3,0,2022-01-09,2022-02-28,2026-01-31,BR004,North,False,No exception,
LN0014640,PL-FIX,716000.0,36,0.45,0,2022-01-09,2022-02-28,2025-01-31,BR007,West,False,No exception,
LN0014641,PL-FIX,463000.0,24,4.55,0,2022-01-09,2022-02-28,2024-01-31,BR004,North,False,No exception,
LN0014642,PL-FIX,386000.0,60,0.6,0,2022-01-09,2022-02-28,2027-01-31,BR012,North,False,No exception,
LN0014643,PL-FIX,248000.0,12,3.75,0,2022-01-09,2022-02-28,2023-01-31,BR034,East,False,No exception,
LN0014644,PL-FIX,252000.0,48,2.6,0,2022-01-09,2022-02-28,2026-01-31,BR024,North,True,Attributed,C-08
LN0014645,PL-FIX,545000.0,48,0.85,0,2022-01-09,2022-02-28,2026-01-31,BR040,North,False,No exception,
LN0014646,PL-FIX,1474000.0,36,2.65,0,2022-01-09,2022-02-28,2025-01-31,BR033,South,False,No exception,
LN0014647,PL-FIX,306000.0,36,2.8,0,2022-01-09,2022-02-28,2025-01-31,BR028,North,False,No exception,
LN0014648,PL-FIX,434000.0,60,1.75,0,2022-01-09,2022-02-28,2027-01-31,BR034,East,False,No exception,
LN0014649,PL-FIX,192000.0,36,0.95,0,2022-01-09,2022-02-28,2025-01-31,BR016,North,False,No exception,
LN0014650,PL-FIX,570000.0,36,1.1,0,2022-01-09,2022-02-28,2025-01-31,BR014,East,False,No exception,
LN0014651,PL-FIX,707000.0,36,0.0,0,2022-01-09,2022-02-28,2025-01-31,BR032,North,False,No exception,
LN0014652,GL-FIX,330000.0,6,1.45,0,2022-01-10,2022-07-31,2022-07-31,BR016,North,False,No exception,
LN0014653,GL-FIX,102000.0,6,0.65,0,2022-01-10,2022-07-31,2022-07-31,BR040,North,False,No exception,
LN0014654,GL-FIX,267000.0,9,1.4,0,2022-01-10,2022-10-31,2022-10-31,BR028,North,False,No exception,
LN0014655,GL-FIX,148000.0,6,1.6,0,2022-01-10,2022-07-31,2022-07-31,BR040,North,False,No exception,
LN0014656,GL-FIX,235000.0,9,2.0,0,2022-01-10,2022-10-31,2022-10-31,BR010,East,False,No exception,
LN0014657,HL-FLT,3045000.0,180,0.65,0,2022-01-10,2022-02-28,2037-01-31,BR037,South,False,No exception,
LN0014658,HL-FLT,5305000.0,240,0.65,0,2022-01-10,2022-02-28,2042-01-31,BR020,North,False,No exception,
LN0014659,HL-FLT,3343000.0,300,0.4,0,2022-01-10,2022-02-28,2047-01-31,BR024,North,False,No exception,
LN0014660,HL-FLT,5002000.0,240,0.7,0,2022-01-10,2022-02-28,2042-01-31,BR019,West,False,No exception,
LN0014661,HL-FLT,2893000.0,180,0.3,0,2022-01-10,2022-02-28,2037-01-31,BR010,East,False,No exception,
LN0014662,HL-FLT,2472000.0,180,0.7,0,2022-01-10,2022-02-28,2037-01-31,BR024,North,False,No exception,
LN0014663,HL-FLT,3370000.0,240,0.35,0,2022-01-10,2022-02-28,2042-01-31,BR006,East,False,No exception,
LN0014664,HL-FLT,1743000.0,240,0.3,0,2022-01-10,2022-02-28,2042-01-31,BR039,West,False,No exception,
LN0014665,HL-FLT,1746000.0,300,0.2,0,2022-01-10,2022-02-28,2047-01-31,BR036,North,False,No exception,
LN0014666,HL-FLT,2339000.0,180,0.2,0,2022-01-10,2022-02-28,2037-01-31,BR038,East,False,No exception,
LN0014667,HL-FLT,2279000.0,240,0.05,0,2022-01-10,2022-02-28,2042-01-31,BR005,South,False,No exception,
LN0014668,HL-FLT,4108000.0,180,0.05,0,2022-01-10,2022-02-28,2037-01-31,BR014,East,False,No exception,
LN0014669,HL-FLT,1483000.0,180,0.05,0,2022-01-10,2022-02-28,2037-01-31,BR012,North,False,No exception,
LN0014670,HL-FLT,3177000.0,180,0.5,0,2022-01-10,2022-02-28,2037-01-31,BR015,West,False,No exception,
LN0014671,HL-FLT,3776000.0,300,0.25,0,2022-01-10,2022-02-28,2047-01-31,BR033,South,False,No exception,
LN0014672,HL-FLT,4662000.0,300,0.1,0,2022-01-10,2022-02-28,2047-01-31,BR015,West,False,No exception,
LN0014673,HL-FLT,5472000.0,300,0.65,0,2022-01-10,2022-02-28,2047-01-31,BR014,East,False,No exception,
LN0014674,HL-FLT,2822000.0,240,0.75,0,2022-01-10,2022-02-28,2042-01-31,BR018,East,False,No exception,
LN0014675,HL-MCLR,3993000.0,180,0.25,0,2022-01-10,2022-02-28,2037-01-31,BR036,North,False,No exception,
LN0014676,HL-MCLR,3903000.0,240,0.15,0,2022-01-10,2022-02-28,2042-01-31,BR005,South,False,No exception,
LN0014677,HL-MCLR,8511000.0,180,0.1,0,2022-01-10,2022-02-28,2037-01-31,BR008,North,False,No exception,
LN0014678,HL-MCLR,2295000.0,240,0.5,0,2022-01-10,2022-02-28,2042-01-31,BR036,North,False,No exception,
LN0014679,HL-MCLR,4499000.0,180,0.2,0,2022-01-10,2022-02-28,2037-01-31,BR031,West,False,No exception,
LN0014680,MSME-FLT,3457000.0,120,0.4,0,2022-01-10,2022-02-28,2032-01-31,BR017,South,False,No exception,
LN0014681,MSME-FLT,2572000.0,36,0.75,0,2022-01-10,2022-02-28,2025-01-31,BR035,West,False,No exception,
LN0014682,PL-FIX,165000.0,36,0.25,0,2022-01-10,2022-02-28,2025-01-31,BR011,West,False,No exception,
LN0014683,PL-FIX,347000.0,12,2.1,0,2022-01-10,2022-02-28,2023-01-31,BR021,South,False,No exception,
LN0014684,PL-FIX,572000.0,36,2.65,0,2022-01-10,2022-02-28,2025-01-31,BR006,East,False,No exception,
LN0014685,PL-FIX,513000.0,60,3.45,0,2022-01-10,2022-02-28,2027-01-31,BR022,East,False,No exception,
LN0014686,PL-FIX,395000.0,60,2.2,0,2022-01-10,2022-02-28,2027-01-31,BR026,East,False,No exception,
LN0014687,PL-FIX,90000.0,36,3.05,0,2022-01-10,2022-02-28,2025-01-31,BR035,West,False,No exception,
LN0014688,PL-FIX,431000.0,48,4.6,0,2022-01-10,2022-02-28,2026-01-31,BR026,East,True,Attributed,C-06
LN0014689,PL-FIX,469000.0,12,4.15,0,2022-01-10,2022-02-28,2023-01-31,BR016,North,False,No exception,
LN0014690,PL-FIX,345000.0,12,2.35,0,2022-01-10,2022-02-28,2023-01-31,BR037,South,False,No exception,
LN0014691,PL-FIX,479000.0,48,1.35,0,2022-01-10,2022-02-28,2026-01-31,BR020,North,False,No exception,
LN0014692,PL-FIX,192000.0,36,1.5,0,2022-01-10,2022-02-28,2025-01-31,BR018,East,False,No exception,
LN0014693,PL-FIX,377000.0,36,4.5,0,2022-01-10,2022-02-28,2025-01-31,BR009,South,False,No exception,
LN0014694,PL-FIX,190000.0,60,3.95,0,2022-01-10,2022-02-28,2027-01-31,BR039,West,False,No exception,
LN0014695,GL-FIX,193000.0,6,2.0,0,2022-01-11,2022-07-31,2022-07-31,BR018,East,False,No exception,
LN0014696,GL-FIX,229000.0,12,1.2,0,2022-01-11,2023-01-31,2023-01-31,BR022,East,False,No exception,
LN0014697,GL-FIX,66000.0,9,1.6,0,2022-01-11,2022-10-31,2022-10-31,BR027,West,False,No exception,
LN0014698,GL-FIX,104000.0,12,1.15,0,2022-01-11,2023-01-31,2023-01-31,BR004,North,False,No exception,
LN0014699,GL-FIX,315000.0,12,2.35,0,2022-01-11,2023-01-31,2023-01-31,BR003,West,False,No exception,
LN0014700,GL-FIX,54000.0,6,0.5,0,2022-01-11,2022-07-31,2022-07-31,BR015,West,False,No exception,
LN0014701,GL-FIX,28000.0,12,1.95,0,2022-01-11,2023-01-31,2023-01-31,BR034,East,False,No exception,
LN0014702,GL-FIX,334000.0,9,1.4,0,2022-01-11,2022-10-31,2022-10-31,BR022,East,False,No exception,
LN0014703,GL-FIX,76000.0,6,1.0,0,2022-01-11,2022-07-31,2022-07-31,BR030,East,False,No exception,
LN0014704,GL-FIX,135000.0,12,1.15,0,2022-01-11,2023-01-31,2023-01-31,BR007,West,False,No exception,
LN0014705,HL-FLT,3971000.0,240,0.2,0,2022-01-11,2022-02-28,2042-01-31,BR040,North,False,No exception,
LN0014706,HL-FLT,15948000.0,180,0.7,0,2022-01-11,2022-02-28,2037-01-31,BR020,North,False,No exception,
LN0014707,HL-FLT,2007000.0,300,0.4,0,2022-01-11,2022-02-28,2047-01-31,BR006,East,False,No exception,
LN0014708,HL-FLT,7230000.0,240,0.45,0,2022-01-11,2022-02-28,2042-01-31,BR033,South,False,No exception,
LN0014709,HL-FLT,3692000.0,180,0.5,0,2022-01-11,2022-02-28,2037-01-31,BR032,North,False,No exception,
LN0014710,HL-FLT,5306000.0,180,0.7,0,2022-01-11,2022-02-28,2037-01-31,BR011,West,False,No exception,
LN0014711,HL-FLT,2410000.0,240,0.5,0,2022-01-11,2022-02-28,2042-01-31,BR009,South,False,No exception,
LN0014712,HL-FLT,2162000.0,180,0.1,0,2022-01-11,2022-02-28,2037-01-31,BR040,North,False,No exception,
LN0014713,HL-FLT,1517000.0,180,0.15,4,2022-01-11,2022-06-30,2037-05-31,BR003,West,False,No exception,
LN0014714,HL-FLT,2320000.0,240,0.15,0,2022-01-11,2022-02-28,2042-01-31,BR025,South,False,No exception,
LN0014715,HL-FLT,1454000.0,240,0.3,0,2022-01-11,2022-02-28,2042-01-31,BR018,East,False,No exception,
LN0014716,HL-FLT,2530000.0,240,0.3,0,2022-01-11,2022-02-28,2042-01-31,BR036,North,True,Attributed,C-05
LN0014717,HL-FLT,5428000.0,300,0.6,4,2022-01-11,2022-06-30,2047-05-31,BR021,South,False,No exception,
LN0014718,HL-FLT,2991000.0,180,0.3,0,2022-01-11,2022-02-28,2037-01-31,BR039,West,False,No exception,
LN0014719,HL-FLT,3121000.0,180,0.6,0,2022-01-11,2022-02-28,2037-01-31,BR031,West,False,No exception,
LN0014720,HL-FLT,1749000.0,240,0.1,0,2022-01-11,2022-02-28,2042-01-31,BR015,West,False,No exception,
LN0014721,HL-FLT,2379000.0,180,0.05,0,2022-01-11,2022-02-28,2037-01-31,BR040,North,False,No exception,
LN0014722,HL-FLT,4274000.0,180,0.5,0,2022-01-11,2022-02-28,2037-01-31,BR006,East,False,No exception,
LN0014723,HL-FLT,4824000.0,300,0.3,0,2022-01-11,2022-02-28,2047-01-31,BR019,West,False,No exception,
LN0014724,HL-FLT,3610000.0,180,0.05,0,2022-01-11,2022-02-28,2037-01-31,BR028,North,False,No exception,
LN0014725,HL-FLT,2550000.0,300,0.5,0,2022-01-11,2022-02-28,2047-01-31,BR006,East,False,No exception,
LN0014726,HL-FLT,2480000.0,300,0.25,0,2022-01-11,2022-02-28,2047-01-31,BR035,West,False,No exception,
LN0014727,HL-FLT,1478000.0,180,0.25,4,2022-01-11,2022-06-30,2037-05-31,BR037,South,False,No exception,
LN0014728,HL-FLT,8259000.0,240,0.1,0,2022-01-11,2022-02-28,2042-01-31,BR038,East,False,No exception,
LN0014729,HL-MCLR,3180000.0,180,0.45,0,2022-01-11,2022-02-28,2037-01-31,BR031,West,False,No exception,
LN0014730,HL-MCLR,3781000.0,180,0.35,0,2022-01-11,2022-02-28,2037-01-31,BR007,West,False,No exception,
LN0014731,HL-MCLR,2422000.0,180,0.15,0,2022-01-11,2022-02-28,2037-01-31,BR010,East,False,No exception,
LN0014732,HL-MCLR,6572000.0,180,0.15,0,2022-01-11,2022-02-28,2037-01-31,BR020,North,False,No exception,
LN0014733,MSME-FLT,1175000.0,120,0.85,0,2022-01-11,2022-02-28,2032-01-31,BR016,North,False,No exception,
LN0014734,MSME-FLT,1326000.0,84,1.35,0,2022-01-11,2022-02-28,2029-01-31,BR009,South,False,No exception,
LN0014735,MSME-FLT,1286000.0,60,0.8,0,2022-01-11,2022-02-28,2027-01-31,BR019,West,False,No exception,
LN0014736,MSME-FLT,776000.0,120,1.45,0,2022-01-11,2022-02-28,2032-01-31,BR013,South,False,No exception,
LN0014737,MSME-FLT,11048000.0,120,1.25,0,2022-01-11,2022-02-28,2032-01-31,BR033,South,False,No exception,
LN0014738,PL-FIX,480000.0,60,0.65,0,2022-01-11,2022-02-28,2027-01-31,BR006,East,False,No exception,
LN0014739,PL-FIX,851000.0,60,0.5,0,2022-01-11,2022-02-28,2027-01-31,BR010,East,False,No exception,
LN0014740,PL-FIX,356000.0,12,1.1,0,2022-01-11,2022-02-28,2023-01-31,BR028,North,False,No exception,
LN0014741,PL-FIX,305000.0,48,0.75,0,2022-01-11,2022-02-28,2026-01-31,BR001,South,False,No exception,
LN0014742,PL-FIX,156000.0,24,1.1,0,2022-01-11,2022-02-28,2024-01-31,BR015,West,False,No exception,
LN0014743,PL-FIX,1363000.0,36,1.4,0,2022-01-11,2022-02-28,2025-01-31,BR015,West,False,No exception,
LN0014744,PL-FIX,411000.0,24,2.4,0,2022-01-11,2022-02-28,2024-01-31,BR008,North,False,No exception,
LN0014745,PL-FIX,514000.0,36,2.95,0,2022-01-11,2022-02-28,2025-01-31,BR032,North,False,No exception,
LN0014746,GL-FIX,135000.0,12,0.75,0,2022-01-12,2023-01-31,2023-01-31,BR008,North,False,No exception,
LN0014747,GL-FIX,366000.0,9,1.2,0,2022-01-12,2022-10-31,2022-10-31,BR032,North,False,No exception,
LN0014748,GL-FIX,121000.0,12,0.3,0,2022-01-12,2023-01-31,2023-01-31,BR022,East,False,No exception,
LN0014749,GL-FIX,87000.0,6,1.1,0,2022-01-12,2022-07-31,2022-07-31,BR013,South,False,No exception,
LN0014750,GL-FIX,267000.0,9,0.85,0,2022-01-12,2022-10-31,2022-10-31,BR028,North,False,No exception,
LN0014751,GL-FIX,120000.0,6,0.15,0,2022-01-12,2022-07-31,2022-07-31,BR015,West,False,No exception,
LN0014752,GL-FIX,87000.0,12,1.55,0,2022-01-12,2023-01-31,2023-01-31,BR016,North,False,No exception,
LN0014753,GL-FIX,93000.0,12,0.75,0,2022-01-12,2023-01-31,2023-01-31,BR032,North,False,No exception,
LN0014754,GL-FIX,62000.0,9,1.75,0,2022-01-12,2022-10-31,2022-10-31,BR016,North,False,No exception,
LN0014755,GL-FIX,100000.0,9,0.45,0,2022-01-12,2022-10-31,2022-10-31,BR001,South,False,No exception,
LN0014756,GL-FIX,105000.0,12,0.7,0,2022-01-12,2023-01-31,2023-01-31,BR007,West,False,No exception,
LN0014757,GL-FIX,112000.0,6,0.3,0,2022-01-12,2022-07-31,2022-07-31,BR033,South,False,No exception,
LN0014758,HL-FLT,1767000.0,180,0.15,0,2022-01-12,2022-02-28,2037-01-31,BR033,South,False,No exception,
LN0014759,HL-FLT,5044000.0,180,0.1,0,2022-01-12,2022-02-28,2037-01-31,BR026,East,False,No exception,
LN0014760,HL-FLT,1899000.0,300,0.05,0,2022-01-12,2022-02-28,2047-01-31,BR026,East,False,No exception,
LN0014761,HL-FLT,2620000.0,300,0.4,0,2022-01-12,2022-02-28,2047-01-31,BR009,South,False,No exception,
LN0014762,HL-FLT,2619000.0,180,0.5,0,2022-01-12,2022-02-28,2037-01-31,BR015,West,False,No exception,
LN0014763,HL-FLT,4327000.0,240,0.6,0,2022-01-12,2022-02-28,2042-01-31,BR040,North,False,No exception,
LN0014764,HL-FLT,5779000.0,180,0.05,0,2022-01-12,2022-02-28,2037-01-31,BR036,North,False,No exception,
LN0014765,HL-FLT,2626000.0,180,0.3,0,2022-01-12,2022-02-28,2037-01-31,BR037,South,False,No exception,
LN0014766,HL-FLT,1827000.0,180,0.35,3,2022-01-12,2022-05-31,2037-04-30,BR011,West,True,Attributed,C-04
LN0014767,HL-FLT,1058000.0,300,0.45,6,2022-01-12,2022-08-31,2047-07-31,BR018,East,False,No exception,
LN0014768,HL-FLT,2391000.0,240,0.05,0,2022-01-12,2022-02-28,2042-01-31,BR009,South,False,No exception,
LN0014769,HL-FLT,6829000.0,300,0.35,0,2022-01-12,2022-02-28,2047-01-31,BR019,West,False,No exception,
LN0014770,HL-FLT,4031000.0,240,0.2,0,2022-01-12,2022-02-28,2042-01-31,BR038,East,False,No exception,
LN0014771,HL-MCLR,1487000.0,180,0.1,0,2022-01-12,2022-02-28,2037-01-31,BR040,North,False,No exception,
LN0014772,HL-MCLR,800000.0,240,0.35,0,2022-01-12,2022-02-28,2042-01-31,BR029,South,False,No exception,
LN0014773,HL-MCLR,3211000.0,180,0.2,3,2022-01-12,2022-05-31,2037-04-30,BR031,West,False,No exception,
LN0014774,MSME-FLT,5463000.0,120,0.45,0,2022-01-12,2022-02-28,2032-01-31,BR011,West,False,No exception,
LN0014775,MSME-FLT,1958000.0,84,1.0,0,2022-01-12,2022-02-28,2029-01-31,BR018,East,False,No exception,
LN0014776,MSME-FLT,370000.0,120,0.8,0,2022-01-12,2022-02-28,2032-01-31,BR018,East,False,No exception,
LN0014777,MSME-FLT,1301000.0,60,0.3,5,2022-01-12,2022-07-31,2027-06-30,BR002,East,False,No exception,
LN0014778,MSME-FLT,3003000.0,60,0.95,0,2022-01-12,2022-02-28,2027-01-31,BR002,East,False,No exception,
LN0014779,MSME-FLT,3044000.0,36,1.45,0,2022-01-12,2022-02-28,2025-01-31,BR038,East,False,No exception,
LN0014780,MSME-FLT,796000.0,36,0.6,0,2022-01-12,2022-02-28,2025-01-31,BR028,North,True,Attributed,C-08
LN0014781,MSME-FLT,1434000.0,60,0.85,0,2022-01-12,2022-02-28,2027-01-31,BR007,West,False,No exception,
LN0014782,PL-FIX,552000.0,24,4.4,0,2022-01-12,2022-02-28,2024-01-31,BR026,East,False,No exception,
LN0014783,PL-FIX,384000.0,60,3.45,0,2022-01-12,2022-02-28,2027-01-31,BR011,West,False,No exception,
LN0014784,PL-FIX,277000.0,48,4.3,0,2022-01-12,2022-02-28,2026-01-31,BR004,North,False,No exception,
LN0014785,PL-FIX,396000.0,24,4.85,0,2022-01-12,2022-02-28,2024-01-31,BR009,South,False,No exception,
LN0014786,PL-FIX,636000.0,60,2.6,0,2022-01-12,2022-02-28,2027-01-31,BR022,East,False,No exception,
LN0014787,PL-FIX,403000.0,60,3.2,0,2022-01-12,2022-02-28,2027-01-31,BR020,North,False,No exception,
LN0014788,PL-FIX,339000.0,60,4.15,0,2022-01-12,2022-02-28,2027-01-31,BR024,North,False,No exception,
LN0014789,PL-FIX,89000.0,36,3.15,0,2022-01-12,2022-02-28,2025-01-31,BR025,South,False,No exception,
LN0014790,PL-FIX,815000.0,36,4.75,0,2022-01-12,2022-02-28,2025-01-31,BR039,West,False,No exception,
LN0014791,PL-FIX,760000.0,48,1.65,0,2022-01-12,2022-02-28,2026-01-31,BR034,East,False,No exception,
LN0014792,GL-FIX,77000.0,12,0.4,0,2022-01-13,2023-01-31,2023-01-31,BR020,North,False,No exception,
LN0014793,GL-FIX,184000.0,12,1.9,0,2022-01-13,2023-01-31,2023-01-31,BR020,North,False,No exception,
LN0014794,GL-FIX,137000.0,12,0.5,0,2022-01-13,2023-01-31,2023-01-31,BR027,West,False,No exception,
LN0014795,GL-FIX,168000.0,9,2.15,0,2022-01-13,2022-10-31,2022-10-31,BR030,East,False,No exception,
LN0014796,GL-FIX,136000.0,6,2.45,0,2022-01-13,2022-07-31,2022-07-31,BR034,East,False,No exception,
LN0014797,GL-FIX,92000.0,9,1.4,0,2022-01-13,2022-10-31,2022-10-31,BR031,West,False,No exception,
LN0014798,GL-FIX,68000.0,6,0.95,0,2022-01-13,2022-07-31,2022-07-31,BR040,North,False,No exception,
LN0014799,GL-FIX,122000.0,9,1.25,0,2022-01-13,2022-10-31,2022-10-31,BR032,North,False,No exception,
LN0014800,GL-FIX,169000.0,6,1.8,0,2022-01-13,2022-07-31,2022-07-31,BR011,West,False,No exception,
LN0014801,HL-FLT,7134000.0,300,0.2,0,2022-01-13,2022-02-28,2047-01-31,BR039,West,False,No exception,
LN0014802,HL-FLT,3158000.0,180,0.6,0,2022-01-13,2022-02-28,2037-01-31,BR009,South,False,No exception,
LN0014803,HL-FLT,3913000.0,300,0.2,0,2022-01-13,2022-02-28,2047-01-31,BR036,North,False,No exception,
LN0014804,HL-FLT,6990000.0,180,0.55,0,2022-01-13,2022-02-28,2037-01-31,BR021,South,False,No exception,
LN0014805,HL-FLT,4728000.0,240,0.65,0,2022-01-13,2022-02-28,2042-01-31,BR019,West,False,No exception,
LN0014806,HL-FLT,1320000.0,240,0.5,0,2022-01-13,2022-02-28,2042-01-31,BR021,South,False,No exception,
LN0014807,HL-FLT,1995000.0,300,0.25,0,2022-01-13,2022-02-28,2047-01-31,BR018,East,False,No exception,
LN0014808,HL-FLT,1585000.0,180,0.2,0,2022-01-13,2022-02-28,2037-01-31,BR040,North,False,No exception,
LN0014809,HL-FLT,1796000.0,300,0.3,0,2022-01-13,2022-02-28,2047-01-31,BR002,East,False,No exception,
LN0014810,HL-FLT,1955000.0,300,0.1,0,2022-01-13,2022-02-28,2047-01-31,BR015,West,False,No exception,
LN0014811,HL-FLT,3705000.0,180,0.55,0,2022-01-13,2022-02-28,2037-01-31,BR009,South,False,No exception,
LN0014812,HL-FLT,7387000.0,240,0.4,0,2022-01-13,2022-02-28,2042-01-31,BR005,South,False,No exception,
LN0014813,HL-FLT,4455000.0,300,0.75,0,2022-01-13,2022-02-28,2047-01-31,BR023,West,False,No exception,
LN0014814,HL-FLT,2447000.0,180,0.15,0,2022-01-13,2022-02-28,2037-01-31,BR010,East,False,No exception,
LN0014815,HL-FLT,4932000.0,240,0.4,0,2022-01-13,2022-02-28,2042-01-31,BR008,North,False,No exception,
LN0014816,HL-FLT,7595000.0,180,0.35,0,2022-01-13,2022-02-28,2037-01-31,BR016,North,False,No exception,
LN0014817,HL-MCLR,4182000.0,180,0.2,0,2022-01-13,2022-02-28,2037-01-31,BR040,North,False,No exception,
LN0014818,HL-MCLR,2307000.0,180,0.4,0,2022-01-13,2022-02-28,2037-01-31,BR031,West,False,No exception,
LN0014819,HL-MCLR,4263000.0,240,0.05,0,2022-01-13,2022-02-28,2042-01-31,BR015,West,False,No exception,
LN0014820,HL-MCLR,5821000.0,240,0.35,0,2022-01-13,2022-02-28,2042-01-31,BR026,East,False,No exception,
LN0014821,HL-MCLR,2002000.0,240,0.45,0,2022-01-13,2022-02-28,2042-01-31,BR017,South,False,No exception,
LN0014822,MSME-FLT,1882000.0,120,0.35,5,2022-01-13,2022-07-31,2032-06-30,BR022,East,False,No exception,
LN0014823,MSME-FLT,3191000.0,84,0.3,0,2022-01-13,2022-02-28,2029-01-31,BR040,North,False,No exception,
LN0014824,MSME-FLT,1032000.0,84,0.95,0,2022-01-13,2022-02-28,2029-01-31,BR039,West,False,No exception,
LN0014825,PL-FIX,254000.0,12,2.1,0,2022-01-13,2022-02-28,2023-01-31,BR004,North,False,No exception,
LN0014826,PL-FIX,905000.0,48,2.15,0,2022-01-13,2022-02-28,2026-01-31,BR007,West,False,No exception,
LN0014827,PL-FIX,396000.0,36,2.75,0,2022-01-13,2022-02-28,2025-01-31,BR016,North,False,No exception,
LN0014828,PL-FIX,286000.0,48,3.5,0,2022-01-13,2022-02-28,2026-01-31,BR028,North,False,No exception,
LN0014829,PL-FIX,334000.0,24,0.2,0,2022-01-13,2022-02-28,2024-01-31,BR024,North,False,No exception,
LN0014830,PL-FIX,371000.0,12,1.7,0,2022-01-13,2022-02-28,2023-01-31,BR008,North,False,No exception,
LN0014831,PL-FIX,179000.0,48,1.15,0,2022-01-13,2022-02-28,2026-01-31,BR013,South,False,No exception,
LN0014832,PL-FIX,284000.0,60,1.3,0,2022-01-13,2022-02-28,2027-01-31,BR012,North,False,No exception,
LN0014833,PL-FIX,316000.0,48,0.25,0,2022-01-13,2022-02-28,2026-01-31,BR023,West,False,No exception,
LN0014834,PL-FIX,326000.0,36,1.85,0,2022-01-13,2022-02-28,2025-01-31,BR035,West,False,No exception,
LN0014835,PL-FIX,609000.0,48,2.1,0,2022-01-13,2022-02-28,2026-01-31,BR002,East,False,No exception,
LN0014836,PL-FIX,547000.0,12,1.5,0,2022-01-13,2022-02-28,2023-01-31,BR033,South,False,No exception,
LN0014837,GL-FIX,414000.0,12,0.25,0,2022-01-14,2023-01-31,2023-01-31,BR023,West,False,No exception,
LN0014838,GL-FIX,378000.0,6,0.8,0,2022-01-14,2022-07-31,2022-07-31,BR027,West,False,No exception,
LN0014839,GL-FIX,173000.0,6,2.4,0,2022-01-14,2022-07-31,2022-07-31,BR017,South,False,No exception,
LN0014840,GL-FIX,214000.0,6,2.2,0,2022-01-14,2022-07-31,2022-07-31,BR002,East,False,No exception,
